   Elapsed time	    ECG
       0:22.120	  0.210
       0:22.130	  0.175
       0:22.140	  0.110
       0:22.150	  0.070
       0:22.160	  0.040
       0:22.170	  0.025
       0:22.180	  0.000
       0:22.190	 -0.010
       0:22.200	 -0.005
       0:22.210	 -0.005
       0:22.220	 -0.020
       0:22.230	 -0.010
       0:22.240	 -0.020
       0:22.250	 -0.005
       0:22.260	  0.000
       0:22.270	 -0.030
       0:22.280	 -0.020
       0:22.290	 -0.025
       0:22.300	 -0.015
       0:22.310	 -0.040
       0:22.320	 -0.035
       0:22.330	 -0.045
       0:22.340	 -0.055
       0:22.350	 -0.045
       0:22.360	 -0.060
       0:22.370	 -0.060
       0:22.380	 -0.055
       0:22.390	 -0.070
       0:22.400	 -0.060
       0:22.410	 -0.070
       0:22.420	 -0.060
       0:22.430	 -0.085
       0:22.440	 -0.080
       0:22.450	 -0.070
       0:22.460	 -0.065
       0:22.470	 -0.080
       0:22.480	 -0.085
       0:22.490	 -0.080
       0:22.500	 -0.105
       0:22.510	 -0.090
       0:22.520	 -0.080
       0:22.530	 -0.085
       0:22.540	 -0.100
       0:22.550	 -0.090
       0:22.560	 -0.100
       0:22.570	 -0.080
       0:22.580	 -0.020
       0:22.590	  0.005
       0:22.600	  0.030
       0:22.610	  0.090
       0:22.620	  0.170
       0:22.630	  0.125
       0:22.640	  0.040
       0:22.650	 -0.035
       0:22.660	 -0.025
       0:22.670	 -0.155
       0:22.680	 -0.195
       0:22.690	 -0.200
       0:22.700	 -0.185
       0:22.710	 -0.195
       0:22.720	 -0.205
       0:22.730	  0.115
       0:22.740	  0.780
       0:22.750	  1.265
       0:22.760	  0.595
       0:22.770	 -0.285
       0:22.780	 -0.720
       0:22.790	 -0.615
       0:22.800	 -0.330
       0:22.810	 -0.180
       0:22.820	 -0.165
       0:22.830	 -0.150
       0:22.840	 -0.140
       0:22.850	 -0.140
       0:22.860	 -0.125
       0:22.870	 -0.115
       0:22.880	 -0.085
       0:22.890	 -0.055
       0:22.900	 -0.035
       0:22.910	 -0.025
       0:22.920	  0.005
       0:22.930	  0.010
       0:22.940	  0.060
       0:22.950	  0.080
       0:22.960	  0.100
       0:22.970	  0.145
       0:22.980	  0.170
       0:22.990	  0.210
       0:23.000	  0.230
       0:23.010	  0.230
       0:23.020	  0.250
       0:23.030	  0.235
       0:23.040	  0.220
       0:23.050	  0.195
       0:23.060	  0.165
       0:23.070	  0.125
       0:23.080	  0.070
       0:23.090	  0.040
       0:23.100	  0.025
       0:23.110	  0.005
       0:23.120	 -0.005
       0:23.130	 -0.010
       0:23.140	  0.000
       0:23.150	  0.005
       0:23.160	  0.000
       0:23.170	  0.000
       0:23.180	 -0.005
       0:23.190	 -0.010
       0:23.200	 -0.010
       0:23.210	 -0.030
       0:23.220	 -0.030
       0:23.230	 -0.020
       0:23.240	 -0.020
       0:23.250	 -0.050
       0:23.260	 -0.050
       0:23.270	 -0.065
       0:23.280	 -0.055
       0:23.290	 -0.065
       0:23.300	 -0.065
       0:23.310	 -0.070
       0:23.320	 -0.070
       0:23.330	 -0.080
       0:23.340	 -0.085
       0:23.350	 -0.085
       0:23.360	 -0.080
       0:23.370	 -0.075
       0:23.380	 -0.065
       0:23.390	 -0.090
       0:23.400	 -0.105
       0:23.410	 -0.070
       0:23.420	 -0.105
       0:23.430	 -0.075
       0:23.440	 -0.095
       0:23.450	 -0.070
       0:23.460	 -0.095
       0:23.470	 -0.085
       0:23.480	 -0.090
       0:23.490	 -0.070
       0:23.500	 -0.070
       0:23.510	 -0.005
       0:23.520	  0.020
       0:23.530	  0.045
       0:23.540	  0.135
       0:23.550	  0.200
       0:23.560	  0.115
       0:23.570	  0.030
       0:23.580	 -0.030
       0:23.590	 -0.035
       0:23.600	 -0.170
       0:23.610	 -0.175
       0:23.620	 -0.175
       0:23.630	 -0.170
       0:23.640	 -0.205
       0:23.650	 -0.165
       0:23.660	  0.265
       0:23.670	  1.075
       0:23.680	  1.570
       0:23.690	  0.210
       0:23.700	 -0.570
       0:23.710	 -0.710
       0:23.720	 -0.510
       0:23.730	 -0.240
       0:23.740	 -0.170
       0:23.750	 -0.155
       0:23.760	 -0.145
       0:23.770	 -0.135
       0:23.780	 -0.125
       0:23.790	 -0.105
       0:23.800	 -0.110
       0:23.810	 -0.055
       0:23.820	 -0.075
       0:23.830	 -0.015
       0:23.840	 -0.030
       0:23.850	  0.025
       0:23.860	  0.030
       0:23.870	  0.060
       0:23.880	  0.100
       0:23.890	  0.155
       0:23.900	  0.170
       0:23.910	  0.225
       0:23.920	  0.240
       0:23.930	  0.275
       0:23.940	  0.255
       0:23.950	  0.250
       0:23.960	  0.250
       0:23.970	  0.220
       0:23.980	  0.185
       0:23.990	  0.140
       0:24.000	  0.080
       0:24.010	  0.060
       0:24.020	  0.010
       0:24.030	  0.000
       0:24.040	 -0.010
       0:24.050	 -0.035
       0:24.060	 -0.015
       0:24.070	 -0.020
       0:24.080	 -0.020
       0:24.090	 -0.015
       0:24.100	 -0.005
       0:24.110	  0.000
       0:24.120	 -0.030
       0:24.130	 -0.015
       0:24.140	 -0.030
       0:24.150	 -0.040
       0:24.160	 -0.035
       0:24.170	 -0.050
       0:24.180	 -0.055
       0:24.190	 -0.060
       0:24.200	 -0.075
       0:24.210	 -0.080
       0:24.220	 -0.090
       0:24.230	 -0.070
       0:24.240	 -0.075
       0:24.250	 -0.080
       0:24.260	 -0.095
       0:24.270	 -0.085
       0:24.280	 -0.100
       0:24.290	 -0.090
       0:24.300	 -0.100
       0:24.310	 -0.100
       0:24.320	 -0.120
       0:24.330	 -0.135
       0:24.340	 -0.100
       0:24.350	 -0.015
       0:24.360	  0.010
       0:24.370	  0.035
       0:24.380	  0.120
       0:24.390	  0.170
       0:24.400	  0.085
       0:24.410	 -0.005
       0:24.420	 -0.060
       0:24.430	 -0.055
       0:24.440	 -0.195
       0:24.450	 -0.215
       0:24.460	 -0.220
       0:24.470	 -0.200
       0:24.480	 -0.250
       0:24.490	 -0.145
       0:24.500	  0.310
       0:24.510	  1.200
       0:24.520	  1.645
       0:24.530	  0.055
       0:24.540	 -0.750
       0:24.550	 -0.795
       0:24.560	 -0.505
       0:24.570	 -0.240
       0:24.580	 -0.210
       0:24.590	 -0.140
       0:24.600	 -0.170
       0:24.610	 -0.140
       0:24.620	 -0.165
       0:24.630	 -0.120
       0:24.640	 -0.115
       0:24.650	 -0.075
       0:24.660	 -0.075
       0:24.670	 -0.050
       0:24.680	  0.000
       0:24.690	 -0.020
       0:24.700	  0.045
       0:24.710	  0.065
       0:24.720	  0.115
       0:24.730	  0.165
       0:24.740	  0.190
       0:24.750	  0.245
       0:24.760	  0.255
       0:24.770	  0.250
       0:24.780	  0.260
       0:24.790	  0.285
       0:24.800	  0.265
       0:24.810	  0.185
       0:24.820	  0.170
       0:24.830	  0.095
       0:24.840	  0.055
       0:24.850	  0.030
       0:24.860	 -0.050
       0:24.870	 -0.025
       0:24.880	 -0.060
       0:24.890	 -0.045
       0:24.900	 -0.060
       0:24.910	 -0.070
       0:24.920	 -0.065
       0:24.930	 -0.050
       0:24.940	 -0.050
       0:24.950	 -0.055
       0:24.960	 -0.040
       0:24.970	 -0.045
       0:24.980	 -0.050
       0:24.990	 -0.050
       0:25.000	 -0.070
       0:25.010	 -0.095
       0:25.020	 -0.075
       0:25.030	 -0.080
       0:25.040	 -0.095
       0:25.050	 -0.085
       0:25.060	 -0.100
       0:25.070	 -0.095
       0:25.080	 -0.125
       0:25.090	 -0.100
       0:25.100	 -0.100
       0:25.110	 -0.090
       0:25.120	 -0.055
       0:25.130	  0.015
       0:25.140	  0.020
       0:25.150	  0.060
       0:25.160	  0.160
       0:25.170	  0.140
       0:25.180	  0.035
       0:25.190	 -0.025
       0:25.200	 -0.035
       0:25.210	 -0.125
       0:25.220	 -0.215
       0:25.230	 -0.210
       0:25.240	 -0.190
       0:25.250	 -0.205
       0:25.260	 -0.265
       0:25.270	 -0.005
       0:25.280	  0.745
       0:25.290	  1.480
       0:25.300	  1.130
       0:25.310	 -0.275
       0:25.320	 -0.855
       0:25.330	 -0.650
       0:25.340	 -0.355
       0:25.350	 -0.175
       0:25.360	 -0.175
       0:25.370	 -0.155
       0:25.380	 -0.150
       0:25.390	 -0.150
       0:25.400	 -0.135
       0:25.410	 -0.120
       0:25.420	 -0.075
       0:25.430	 -0.085
       0:25.440	 -0.055
       0:25.450	 -0.020
       0:25.460	  0.000
       0:25.470	  0.010
       0:25.480	  0.065
       0:25.490	  0.095
       0:25.500	  0.120
       0:25.510	  0.210
       0:25.520	  0.230
       0:25.530	  0.265
       0:25.540	  0.285
       0:25.550	  0.290
       0:25.560	  0.300
       0:25.570	  0.275
       0:25.580	  0.240
       0:25.590	  0.180
       0:25.600	  0.140
       0:25.610	  0.070
       0:25.620	  0.005
       0:25.630	 -0.010
       0:25.640	 -0.030
       0:25.650	 -0.065
       0:25.660	 -0.070
       0:25.670	 -0.070
       0:25.680	 -0.075
       0:25.690	 -0.080
       0:25.700	 -0.060
       0:25.710	 -0.060
       0:25.720	 -0.060
       0:25.730	 -0.055
       0:25.740	 -0.055
       0:25.750	 -0.055
       0:25.760	 -0.060
       0:25.770	 -0.070
       0:25.780	 -0.080
       0:25.790	 -0.080
       0:25.800	 -0.080
       0:25.810	 -0.110
       0:25.820	 -0.100
       0:25.830	 -0.110
       0:25.840	 -0.095
       0:25.850	 -0.110
       0:25.860	 -0.125
       0:25.870	 -0.135
       0:25.880	 -0.085
       0:25.890	 -0.060
       0:25.900	  0.005
       0:25.910	  0.015
       0:25.920	  0.045
       0:25.930	  0.145
       0:25.940	  0.135
       0:25.950	  0.030
       0:25.960	 -0.030
       0:25.970	 -0.065
       0:25.980	 -0.120
       0:25.990	 -0.225
       0:26.000	 -0.220
       0:26.010	 -0.225
       0:26.020	 -0.215
       0:26.030	 -0.255
       0:26.040	 -0.050
       0:26.050	  0.615
       0:26.060	  1.465
       0:26.070	  1.475
       0:26.080	 -0.185
       0:26.090	 -0.885
       0:26.100	 -0.615
       0:26.110	 -0.335
       0:26.120	 -0.170
       0:26.130	 -0.175
       0:26.140	 -0.160
       0:26.150	 -0.150
       0:26.160	 -0.140
       0:26.170	 -0.155
       0:26.180	 -0.130
       0:26.190	 -0.115
       0:26.200	 -0.060
       0:26.210	 -0.070
       0:26.220	 -0.040
       0:26.230	 -0.025
       0:26.240	  0.020
       0:26.250	  0.040
       0:26.260	  0.090
       0:26.270	  0.120
       0:26.280	  0.180
       0:26.290	  0.225
       0:26.300	  0.255
       0:26.310	  0.285
       0:26.320	  0.300
       0:26.330	  0.300
       0:26.340	  0.290
       0:26.350	  0.235
       0:26.360	  0.200
       0:26.370	  0.140
       0:26.380	  0.090
       0:26.390	  0.035
       0:26.400	  0.005
       0:26.410	 -0.025
       0:26.420	 -0.040
       0:26.430	 -0.050
       0:26.440	 -0.040
       0:26.450	 -0.045
       0:26.460	 -0.045
       0:26.470	 -0.040
       0:26.480	 -0.040
       0:26.490	 -0.045
       0:26.500	 -0.045
       0:26.510	 -0.050
       0:26.520	 -0.040
       0:26.530	 -0.065
       0:26.540	 -0.055
       0:26.550	 -0.065
       0:26.560	 -0.070
       0:26.570	 -0.080
       0:26.580	 -0.080
       0:26.590	 -0.095
       0:26.600	 -0.075
       0:26.610	 -0.090
       0:26.620	 -0.105
       0:26.630	 -0.115
       0:26.640	 -0.105
       0:26.650	 -0.125
       0:26.660	 -0.100
       0:26.670	 -0.115
       0:26.680	 -0.105
       0:26.690	 -0.070
       0:26.700	 -0.005
       0:26.710	  0.030
       0:26.720	  0.035
       0:26.730	  0.125
       0:26.740	  0.145
       0:26.750	  0.080
       0:26.760	  0.025
       0:26.770	 -0.050
       0:26.780	 -0.060
       0:26.790	 -0.190
       0:26.800	 -0.200
       0:26.810	 -0.210
       0:26.820	 -0.205
       0:26.830	 -0.225
       0:26.840	 -0.235
       0:26.850	  0.155
       0:26.860	  1.090
       0:26.870	  1.750
       0:26.880	  0.420
       0:26.890	 -0.575
       0:26.900	 -0.670
       0:26.910	 -0.420
       0:26.920	 -0.175
       0:26.930	 -0.175
       0:26.940	 -0.155
       0:26.950	 -0.165
       0:26.960	 -0.145
       0:26.970	 -0.155
       0:26.980	 -0.120
       0:26.990	 -0.125
       0:27.000	 -0.085
       0:27.010	 -0.080
       0:27.020	 -0.045
       0:27.030	 -0.040
       0:27.040	  0.000
       0:27.050	  0.025
       0:27.060	  0.065
       0:27.070	  0.090
       0:27.080	  0.150
       0:27.090	  0.180
       0:27.100	  0.225
       0:27.110	  0.240
       0:27.120	  0.265
       0:27.130	  0.275
       0:27.140	  0.280
       0:27.150	  0.260
       0:27.160	  0.235
       0:27.170	  0.180
       0:27.180	  0.125
       0:27.190	  0.070
       0:27.200	  0.030
       0:27.210	  0.000
       0:27.220	 -0.020
       0:27.230	 -0.030
       0:27.240	 -0.030
       0:27.250	 -0.035
       0:27.260	 -0.030
       0:27.270	 -0.030
       0:27.280	 -0.035
       0:27.290	 -0.025
       0:27.300	 -0.035
       0:27.310	 -0.035
       0:27.320	 -0.030
       0:27.330	 -0.040
       0:27.340	 -0.055
       0:27.350	 -0.060
       0:27.360	 -0.080
       0:27.370	 -0.075
       0:27.380	 -0.080
       0:27.390	 -0.080
       0:27.400	 -0.090
       0:27.410	 -0.090
       0:27.420	 -0.105
       0:27.430	 -0.100
       0:27.440	 -0.105
       0:27.450	 -0.100
       0:27.460	 -0.105
       0:27.470	 -0.100
       0:27.480	 -0.105
       0:27.490	 -0.100
       0:27.500	 -0.075
       0:27.510	 -0.005
       0:27.520	  0.040
       0:27.530	  0.005
       0:27.540	  0.115
       0:27.550	  0.135
       0:27.560	  0.100
       0:27.570	  0.005
       0:27.580	 -0.060
       0:27.590	 -0.070
       0:27.600	 -0.180
       0:27.610	 -0.215
       0:27.620	 -0.215
       0:27.630	 -0.200
       0:27.640	 -0.205
       0:27.650	 -0.245
       0:27.660	  0.060
       0:27.670	  0.890
       0:27.680	  1.580
       0:27.690	  0.700
       0:27.700	 -0.470
       0:27.710	 -0.685
       0:27.720	 -0.410
       0:27.730	 -0.190
       0:27.740	 -0.185
       0:27.750	 -0.175
       0:27.760	 -0.170
       0:27.770	 -0.150
       0:27.780	 -0.140
       0:27.790	 -0.130
       0:27.800	 -0.120
       0:27.810	 -0.095
       0:27.820	 -0.070
       0:27.830	 -0.045
       0:27.840	 -0.025
       0:27.850	 -0.005
       0:27.860	  0.025
       0:27.870	  0.050
       0:27.880	  0.085
       0:27.890	  0.135
       0:27.900	  0.180
       0:27.910	  0.210
       0:27.920	  0.240
       0:27.930	  0.270
       0:27.940	  0.260
       0:27.950	  0.270
       0:27.960	  0.270
       0:27.970	  0.240
       0:27.980	  0.190
       0:27.990	  0.140
       0:28.000	  0.095
       0:28.010	  0.055
       0:28.020	  0.015
       0:28.030	 -0.005
       0:28.040	 -0.005
       0:28.050	 -0.010
       0:28.060	 -0.010
       0:28.070	 -0.020
       0:28.080	 -0.015
       0:28.090	 -0.010
       0:28.100	 -0.020
       0:28.110	 -0.025
       0:28.120	 -0.020
       0:28.130	 -0.035
       0:28.140	 -0.030
       0:28.150	 -0.025
       0:28.160	 -0.055
       0:28.170	 -0.055
       0:28.180	 -0.055
       0:28.190	 -0.065
       0:28.200	 -0.070
       0:28.210	 -0.060
       0:28.220	 -0.075
       0:28.230	 -0.080
       0:28.240	 -0.095
       0:28.250	 -0.080
       0:28.260	 -0.095
       0:28.270	 -0.090
       0:28.280	 -0.090
       0:28.290	 -0.095
       0:28.300	 -0.100
       0:28.310	 -0.090
       0:28.320	 -0.110
       0:28.330	 -0.085
       0:28.340	 -0.060
       0:28.350	 -0.015
       0:28.360	  0.030
       0:28.370	  0.045
       0:28.380	  0.130
       0:28.390	  0.160
       0:28.400	  0.095
       0:28.410	  0.045
       0:28.420	 -0.035
       0:28.430	 -0.040
       0:28.440	 -0.175
       0:28.450	 -0.190
       0:28.460	 -0.195
       0:28.470	 -0.195
       0:28.480	 -0.200
       0:28.490	 -0.210
       0:28.500	  0.125
       0:28.510	  0.865
       0:28.520	  1.450
       0:28.530	  0.450
       0:28.540	 -0.480
       0:28.550	 -0.720
       0:28.560	 -0.535
       0:28.570	 -0.235
       0:28.580	 -0.180
       0:28.590	 -0.170
       0:28.600	 -0.160
       0:28.610	 -0.160
       0:28.620	 -0.145
       0:28.630	 -0.140
       0:28.640	 -0.125
       0:28.650	 -0.080
       0:28.660	 -0.085
       0:28.670	 -0.060
       0:28.680	 -0.040
       0:28.690	  0.005
       0:28.700	  0.020
       0:28.710	  0.045
       0:28.720	  0.085
       0:28.730	  0.135
       0:28.740	  0.155
       0:28.750	  0.195
       0:28.760	  0.215
       0:28.770	  0.230
       0:28.780	  0.270
       0:28.790	  0.265
       0:28.800	  0.260
       0:28.810	  0.235
       0:28.820	  0.175
       0:28.830	  0.160
       0:28.840	  0.090
       0:28.850	  0.050
       0:28.860	  0.020
       0:28.870	  0.010
       0:28.880	 -0.015
       0:28.890	 -0.025
       0:28.900	 -0.015
       0:28.910	 -0.020
       0:28.920	 -0.005
       0:28.930	 -0.030
       0:28.940	 -0.005
       0:28.950	 -0.015
       0:28.960	 -0.030
       0:28.970	 -0.020
       0:28.980	 -0.030
       0:28.990	 -0.010
       0:29.000	 -0.045
       0:29.010	 -0.065
       0:29.020	 -0.070
       0:29.030	 -0.075
       0:29.040	 -0.055
       0:29.050	 -0.070
       0:29.060	 -0.085
       0:29.070	 -0.065
       0:29.080	 -0.100
       0:29.090	 -0.060
       0:29.100	 -0.105
       0:29.110	 -0.080
       0:29.120	 -0.095
       0:29.130	 -0.095
       0:29.140	 -0.100
       0:29.150	 -0.090
       0:29.160	 -0.110
       0:29.170	 -0.085
       0:29.180	 -0.070
       0:29.190	 -0.005
       0:29.200	  0.025
       0:29.210	  0.055
       0:29.220	  0.140
       0:29.230	  0.155
       0:29.240	  0.090
       0:29.250	  0.020
       0:29.260	 -0.035
       0:29.270	 -0.075
       0:29.280	 -0.165
       0:29.290	 -0.195
       0:29.300	 -0.210
       0:29.310	 -0.205
       0:29.320	 -0.225
       0:29.330	 -0.170
       0:29.340	  0.220
       0:29.350	  1.055
       0:29.360	  1.545
       0:29.370	  0.190
       0:29.380	 -0.650
       0:29.390	 -0.765
       0:29.400	 -0.535
       0:29.410	 -0.235
       0:29.420	 -0.195
       0:29.430	 -0.135
       0:29.440	 -0.160
       0:29.450	 -0.135
       0:29.460	 -0.140
       0:29.470	 -0.120
       0:29.480	 -0.095
       0:29.490	 -0.080
       0:29.500	 -0.065
       0:29.510	 -0.035
       0:29.520	 -0.010
       0:29.530	  0.000
       0:29.540	  0.020
       0:29.550	  0.060
       0:29.560	  0.100
       0:29.570	  0.140
       0:29.580	  0.160
       0:29.590	  0.210
       0:29.600	  0.225
       0:29.610	  0.230
       0:29.620	  0.265
       0:29.630	  0.240
       0:29.640	  0.240
       0:29.650	  0.225
       0:29.660	  0.165
       0:29.670	  0.120
       0:29.680	  0.085
       0:29.690	  0.040
       0:29.700	  0.000
       0:29.710	  0.000
       0:29.720	 -0.025
       0:29.730	 -0.010
       0:29.740	 -0.025
       0:29.750	 -0.050
       0:29.760	 -0.010
       0:29.770	 -0.025
       0:29.780	 -0.030
       0:29.790	 -0.010
       0:29.800	 -0.040
       0:29.810	 -0.040
       0:29.820	 -0.040
       0:29.830	 -0.025
       0:29.840	 -0.065
       0:29.850	 -0.055
       0:29.860	 -0.075
       0:29.870	 -0.065
       0:29.880	 -0.085
       0:29.890	 -0.080
       0:29.900	 -0.070
       0:29.910	 -0.085
       0:29.920	 -0.100
       0:29.930	 -0.090
       0:29.940	 -0.090
       0:29.950	 -0.100
       0:29.960	 -0.110
       0:29.970	 -0.100
       0:29.980	 -0.090
       0:29.990	 -0.070
       0:30.000	 -0.045
       0:30.010	  0.000
       0:30.020	  0.035
       0:30.030	  0.060
       0:30.040	  0.185
       0:30.050	  0.160
       0:30.060	  0.065
       0:30.070	  0.030
       0:30.080	 -0.040
       0:30.090	 -0.110
       0:30.100	 -0.180
       0:30.110	 -0.195
       0:30.120	 -0.205
       0:30.130	 -0.185
       0:30.140	 -0.240
       0:30.150	 -0.050
       0:30.160	  0.580
       0:30.170	  1.330
       0:30.180	  1.290
       0:30.190	 -0.150
       0:30.200	 -0.840
       0:30.210	 -0.705
       0:30.220	 -0.395
       0:30.230	 -0.190
       0:30.240	 -0.175
       0:30.250	 -0.155
       0:30.260	 -0.185
       0:30.270	 -0.125
       0:30.280	 -0.145
       0:30.290	 -0.120
       0:30.300	 -0.090
       0:30.310	 -0.075
       0:30.320	 -0.050
       0:30.330	 -0.035
       0:30.340	 -0.010
       0:30.350	  0.025
       0:30.360	  0.030
       0:30.370	  0.105
       0:30.380	  0.115
       0:30.390	  0.165
       0:30.400	  0.200
       0:30.410	  0.235
       0:30.420	  0.260
       0:30.430	  0.265
       0:30.440	  0.265
       0:30.450	  0.285
       0:30.460	  0.240
       0:30.470	  0.200
       0:30.480	  0.160
       0:30.490	  0.110
       0:30.500	  0.070
       0:30.510	  0.015
       0:30.520	 -0.010
       0:30.530	 -0.015
       0:30.540	 -0.025
       0:30.550	 -0.040
       0:30.560	 -0.030
       0:30.570	 -0.020
       0:30.580	 -0.030
       0:30.590	 -0.025
       0:30.600	 -0.020
       0:30.610	 -0.030
       0:30.620	 -0.035
       0:30.630	 -0.030
       0:30.640	 -0.040
       0:30.650	 -0.050
       0:30.660	 -0.065
       0:30.670	 -0.055
       0:30.680	 -0.065
       0:30.690	 -0.065
       0:30.700	 -0.085
       0:30.710	 -0.080
       0:30.720	 -0.105
       0:30.730	 -0.085
       0:30.740	 -0.095
       0:30.750	 -0.085
       0:30.760	 -0.115
       0:30.770	 -0.100
       0:30.780	 -0.115
       0:30.790	 -0.090
       0:30.800	 -0.125
       0:30.810	 -0.105
       0:30.820	 -0.065
       0:30.830	  0.000
       0:30.840	  0.020
       0:30.850	  0.055
       0:30.860	  0.165
       0:30.870	  0.140
       0:30.880	  0.050
       0:30.890	  0.000
       0:30.900	 -0.045
       0:30.910	 -0.095
       0:30.920	 -0.195
       0:30.930	 -0.205
       0:30.940	 -0.225
       0:30.950	 -0.195
       0:30.960	 -0.230
       0:30.970	 -0.095
       0:30.980	  0.455
       0:30.990	  1.345
       0:31.000	  1.605
       0:31.010	 -0.075
       0:31.020	 -0.845
       0:31.030	 -0.635
       0:31.040	 -0.365
       0:31.050	 -0.160
       0:31.060	 -0.170
       0:31.070	 -0.150
       0:31.080	 -0.160
       0:31.090	 -0.135
       0:31.100	 -0.130
       0:31.110	 -0.105
       0:31.120	 -0.100
       0:31.130	 -0.070
       0:31.140	 -0.055
       0:31.150	 -0.030
       0:31.160	 -0.015
       0:31.170	  0.020
       0:31.180	  0.055
       0:31.190	  0.085
       0:31.200	  0.105
       0:31.210	  0.175
       0:31.220	  0.195
       0:31.230	  0.235
       0:31.240	  0.255
       0:31.250	  0.255
       0:31.260	  0.270
       0:31.270	  0.270
       0:31.280	  0.250
       0:31.290	  0.220
       0:31.300	  0.180
       0:31.310	  0.120
       0:31.320	  0.065
       0:31.330	  0.035
       0:31.340	  0.015
       0:31.350	  0.000
       0:31.360	 -0.015
       0:31.370	 -0.010
       0:31.380	 -0.020
       0:31.390	 -0.005
       0:31.400	 -0.005
       0:31.410	 -0.005
       0:31.420	  0.000
       0:31.430	  0.000
       0:31.440	 -0.005
       0:31.450	 -0.020
       0:31.460	 -0.020
       0:31.470	 -0.015
       0:31.480	 -0.030
       0:31.490	 -0.045
       0:31.500	 -0.050
       0:31.510	 -0.065
       0:31.520	 -0.075
       0:31.530	 -0.065
       0:31.540	 -0.070
       0:31.550	 -0.085
       0:31.560	 -0.080
       0:31.570	 -0.080
       0:31.580	 -0.085
       0:31.590	 -0.075
       0:31.600	 -0.080
       0:31.610	 -0.095
       0:31.620	 -0.090
       0:31.630	 -0.085
       0:31.640	 -0.075
       0:31.650	 -0.095
       0:31.660	 -0.095
       0:31.670	 -0.095
       0:31.680	 -0.095
       0:31.690	 -0.100
       0:31.700	 -0.110
       0:31.710	 -0.080
       0:31.720	 -0.025
       0:31.730	  0.025
       0:31.740	  0.020
       0:31.750	  0.095
       0:31.760	  0.155
       0:31.770	  0.110
       0:31.780	  0.015
       0:31.790	 -0.025
       0:31.800	 -0.035
       0:31.810	 -0.150
       0:31.820	 -0.190
       0:31.830	 -0.195
       0:31.840	 -0.195
       0:31.850	 -0.200
       0:31.860	 -0.235
       0:31.870	  0.065
       0:31.880	  0.870
       0:31.890	  1.575
       0:31.900	  0.800
       0:31.910	 -0.395
       0:31.920	 -0.740
       0:31.930	 -0.480
       0:31.940	 -0.220
       0:31.950	 -0.175
       0:31.960	 -0.165
       0:31.970	 -0.145
       0:31.980	 -0.135
       0:31.990	 -0.140
       0:32.000	 -0.120
       0:32.010	 -0.110
       0:32.020	 -0.080
       0:32.030	 -0.065
       0:32.040	 -0.050
       0:32.050	 -0.030
       0:32.060	  0.000
       0:32.070	  0.020
       0:32.080	  0.055
       0:32.090	  0.080
       0:32.100	  0.115
       0:32.110	  0.160
       0:32.120	  0.190
       0:32.130	  0.215
       0:32.140	  0.240
       0:32.150	  0.245
       0:32.160	  0.250
       0:32.170	  0.250
       0:32.180	  0.235
       0:32.190	  0.205
       0:32.200	  0.165
       0:32.210	  0.125
       0:32.220	  0.080
       0:32.230	  0.045
       0:32.240	  0.030
       0:32.250	  0.015
       0:32.260	  0.010
       0:32.270	  0.010
       0:32.280	  0.005
       0:32.290	  0.010
       0:32.300	  0.005
       0:32.310	  0.010
       0:32.320	  0.000
       0:32.330	  0.000
       0:32.340	 -0.005
       0:32.350	 -0.015
       0:32.360	 -0.015
       0:32.370	 -0.020
       0:32.380	 -0.030
       0:32.390	 -0.040
       0:32.400	 -0.040
       0:32.410	 -0.050
       0:32.420	 -0.050
       0:32.430	 -0.055
       0:32.440	 -0.055
       0:32.450	 -0.065
       0:32.460	 -0.065
       0:32.470	 -0.060
       0:32.480	 -0.060
       0:32.490	 -0.060
       0:32.500	 -0.070
       0:32.510	 -0.075
       0:32.520	 -0.065
       0:32.530	 -0.070
       0:32.540	 -0.065
       0:32.550	 -0.070
       0:32.560	 -0.070
       0:32.570	 -0.080
       0:32.580	 -0.075
       0:32.590	 -0.080
       0:32.600	 -0.070
       0:32.610	 -0.080
       0:32.620	 -0.075
       0:32.630	 -0.085
       0:32.640	 -0.075
       0:32.650	 -0.090
       0:32.660	 -0.075
       0:32.670	 -0.090
       0:32.680	 -0.075
       0:32.690	 -0.090
       0:32.700	 -0.075
       0:32.710	 -0.055
       0:32.720	  0.000
       0:32.730	  0.035
       0:32.740	  0.035
       0:32.750	  0.125
       0:32.760	  0.155
       0:32.770	  0.095
       0:32.780	  0.015
       0:32.790	 -0.030
       0:32.800	 -0.030
       0:32.810	 -0.155
       0:32.820	 -0.170
       0:32.830	 -0.185
       0:32.840	 -0.175
       0:32.850	 -0.195
       0:32.860	 -0.185
       0:32.870	  0.190
       0:32.880	  1.105
       0:32.890	  1.685
       0:32.900	  0.195
       0:32.910	 -0.650
       0:32.920	 -0.620
       0:32.930	 -0.385
       0:32.940	 -0.145
       0:32.950	 -0.155
       0:32.960	 -0.135
       0:32.970	 -0.145
       0:32.980	 -0.125
       0:32.990	 -0.135
       0:33.000	 -0.115
       0:33.010	 -0.110
       0:33.020	 -0.065
       0:33.030	 -0.055
       0:33.040	 -0.030
       0:33.050	 -0.020
       0:33.060	  0.015
       0:33.070	  0.040
       0:33.080	  0.080
       0:33.090	  0.095
       0:33.100	  0.130
       0:33.110	  0.150
       0:33.120	  0.190
       0:33.130	  0.210
       0:33.140	  0.215
       0:33.150	  0.220
       0:33.160	  0.235
